1703682908.552777	-0.001433	0.001395	0.002289	0.258859	0.061705	9.814451
1703682908.559407	-0.002937	0.001985	0.001392	0.274011	0.060809	9.813793
1703682908.575869	-0.002844	0.002255	0.001669	0.291752	0.048502	9.828348
1703682908.579814	-0.002266	0.002799	0.001674	0.284952	0.046026	9.810755
1703682908.588602	-0.002747	0.004503	0.001335	0.262206	0.032480	9.813584
1703682908.597487	-0.002708	0.004885	0.001094	0.227968	0.022787	9.812057
1703682908.607267	-0.000468	0.003817	0.002228	0.222029	0.041154	9.818050
1703682908.621210	-0.004235	0.003143	0.001913	0.214895	0.048039	9.817985
1703682908.627213	-0.001765	0.002715	0.002533	0.210652	0.057036	9.811594
1703682908.638546	-0.001176	0.000167	0.002564	0.229033	0.037823	9.829247
1703682908.647931	-0.001141	-0.000281	0.002882	0.263518	0.066912	9.810246
1703682908.657047	-0.002612	-0.000973	0.001883	0.283195	0.063038	9.818832
1703682908.667707	-0.001684	0.002385	0.004135	0.285644	0.039502	9.794571
1703682908.678561	-0.002246	0.001956	0.001743	0.298226	0.053228	9.807105
1703682908.688383	-0.000933	0.003313	0.001452	0.278446	0.035029	9.819111
1703682908.698257	-0.001969	0.003804	0.002699	0.240705	0.038180	9.817217
1703682908.708357	-0.000822	0.002327	0.003002	0.225764	0.054767	9.821582
1703682908.718582	-0.002744	0.000378	0.002234	0.190806	0.048018	9.803213
1703682908.728934	-0.002551	-0.000401	0.002509	0.218426	0.047153	9.826719
1703682908.738353	-0.002039	-0.000704	0.003469	0.245058	0.054121	9.818708
1703682908.750705	-0.003032	0.001651	0.001821	0.256622	0.054880	9.818268
1703682908.758136	-0.000390	0.000288	0.000427	0.287147	0.054248	9.836223
1703682908.772767	-0.002632	0.001332	0.001113	0.292821	0.042272	9.810828
1703682908.779301	-0.001654	0.002742	0.001230	0.263113	0.046988	9.793487
1703682908.788770	-0.000584	0.001313	0.000707	0.273630	0.043899	9.806297
1703682908.798509	-0.001761	0.004035	0.000332	0.246427	0.017785	9.808622
1703682908.810445	-0.002474	0.003216	0.003590	0.203945	0.030762	9.810848
1703682908.818113	-0.002259	0.001256	0.002971	0.200245	0.046335	9.828440
1703682908.828331	-0.001409	0.000967	0.002766	0.206115	0.069123	9.800521
1703682908.841455	-0.002986	-0.000599	0.002297	0.244302	0.044547	9.830165
1703682908.846924	-0.002244	-0.000091	0.000579	0.257728	0.052653	9.820594
1703682908.858988	-0.002328	0.001921	0.001357	0.284877	0.054139	9.818919
1703682908.867542	-0.002271	0.001029	0.002660	0.290550	0.046518	9.807353
1703682908.878220	-0.000712	0.002453	0.002138	0.292503	0.045140	9.799255
1703682908.889513	-0.000199	0.003488	0.001360	0.271295	0.038279	9.812620
1703682908.899708	-0.000076	0.004450	0.001435	0.249439	0.051195	9.815858
1703682908.908674	-0.001116	0.004154	0.002914	0.212411	0.041422	9.836939
1703682908.916882	-0.003085	0.000030	0.001746	0.206612	0.052110	9.823235
1703682908.928989	-0.003277	0.000258	0.001927	0.209879	0.052538	9.811511
1703682908.941354	-0.001498	-0.000127	0.002228	0.238826	0.055208	9.826553
1703682908.948320	-0.001420	0.000176	0.002606	0.261893	0.064972	9.799905
1703682908.959565	-0.004020	0.000262	0.001141	0.281899	0.052209	9.821220
1703682908.967279	-0.003679	0.002679	0.001865	0.293368	0.033340	9.810344
1703682908.979265	-0.001614	0.003092	0.001791	0.280847	0.044624	9.810993
1703682908.987076	-0.001182	0.001802	0.002116	0.264403	0.027881	9.813349
1703682908.999445	0.000330	0.004552	0.003762	0.230719	0.046253	9.820037
1703682909.007179	-0.001723	0.001686	0.003659	0.213566	0.035413	9.817246
1703682909.017248	-0.001723	0.002444	0.003954	0.214458	0.049109	9.815140
1703682909.028030	-0.000380	0.001734	0.000880	0.206396	0.049260	9.824327
1703682909.039425	-0.002358	0.001433	0.001220	0.240192	0.069938	9.810535
1703682909.048949	-0.002566	-0.001143	0.002070	0.255394	0.061243	9.807305
1703682909.058327	-0.002425	0.000814	0.001781	0.284587	0.042267	9.820733
1703682909.068177	-0.004296	0.001941	0.001374	0.276024	0.052230	9.808698
1703682909.079550	-0.002709	0.002969	0.002432	0.304569	0.045783	9.819059
1703682909.090250	-0.002557	0.004760	0.002554	0.260555	0.037180	9.810503
1703682909.098709	-0.001667	0.003917	0.000139	0.240185	0.028529	9.844193
1703682909.117276	0.000378	0.002190	0.002883	0.209570	0.030674	9.828989
1703682909.118576	-0.002174	0.001420	0.002123	0.215821	0.055834	9.816496
1703682909.143417	-0.002215	0.001069	0.001558	0.211999	0.050813	9.818188
1703682909.155384	-0.001455	0.000331	0.002422	0.236432	0.054569	9.808322
1703682909.155432	-0.003391	0.000503	0.001511	0.256049	0.060936	9.826520
1703682909.158345	-0.001111	0.000500	0.003472	0.276912	0.050206	9.822936
1703682909.167649	-0.001150	0.002305	0.000972	0.301255	0.033591	9.809203
1703682909.180267	-0.001119	0.003364	0.001429	0.288616	0.051849	9.804373
1703682909.194019	-0.001518	0.004012	0.002254	0.255592	0.027270	9.797327
1703682909.199331	-0.001867	0.003611	0.002516	0.238501	0.022807	9.793941
1703682909.210899	-0.001645	0.002745	0.001985	0.213688	0.027586	9.816957
1703682909.217206	-0.001630	0.001348	0.001566	0.200527	0.056026	9.821210
1703682909.227993	-0.002916	0.000786	0.000817	0.226284	0.045125	9.803692
1703682909.243341	-0.001711	0.000324	0.001652	0.230544	0.051362	9.819653
1703682909.258094	-0.002065	0.001410	0.003204	0.263078	0.057457	9.809433
1703682909.258985	-0.002695	0.000216	0.002239	0.276122	0.046042	9.821369
1703682909.272771	-0.001485	0.001016	0.003864	0.280623	0.054275	9.789876
1703682909.278250	-0.001495	0.002499	0.001473	0.277877	0.040529	9.810991
1703682909.288815	-0.003030	0.005007	0.002241	0.258623	0.035281	9.817626
1703682909.299195	-0.002423	0.004715	0.001163	0.226011	0.035337	9.822809
1703682909.308363	-0.001867	0.002331	0.002806	0.217156	0.031038	9.812939
1703682909.319151	-0.002414	0.001909	0.000716	0.221024	0.036692	9.817838
1703682909.336492	-0.001977	-0.001262	0.001810	0.207698	0.053071	9.823911
1703682909.337842	-0.001594	-0.000647	0.002737	0.237482	0.041125	9.818797
1703682909.348365	-0.003655	0.001701	0.002137	0.260188	0.061243	9.809066
1703682909.358080	-0.002712	0.000506	0.000366	0.283794	0.051881	9.820119
1703682909.369713	-0.001052	0.002933	0.000818	0.299578	0.049181	9.815248
1703682909.379161	-0.001275	0.004342	0.001164	0.287089	0.039783	9.809334
1703682909.388917	-0.002807	0.005358	0.002153	0.259543	0.041341	9.804395
1703682909.398068	-0.000505	0.002697	0.001501	0.239311	0.047625	9.816760
1703682909.409297	-0.001914	0.002235	0.002034	0.213095	0.042020	9.815663
1703682909.418573	-0.000638	0.001329	0.001511	0.214465	0.050103	9.820858
1703682909.428260	-0.000991	-0.000509	0.000610	0.207141	0.051590	9.832918
1703682909.438597	-0.001333	-0.000733	0.001837	0.221254	0.059291	9.819018
1703682909.451715	-0.002717	0.001198	0.001977	0.268760	0.050774	9.810625
1703682909.460629	-0.001881	0.000750	0.001273	0.265120	0.046077	9.833214
1703682909.471219	-0.000552	0.002741	0.002137	0.288505	0.046896	9.806962
1703682909.478209	-0.003323	0.002331	0.001498	0.285171	0.035278	9.798153
1703682909.488621	-0.003042	0.004183	0.001567	0.264801	0.027557	9.808045
1703682909.498789	-0.001761	0.005362	0.002890	0.238579	0.034612	9.811767
1703682909.508123	-0.001122	0.002248	0.002186	0.216259	0.052808	9.805011
1703682909.522239	-0.002045	0.002681	0.003109	0.210798	0.050296	9.820826
1703682909.528560	-0.000995	0.000712	0.001802	0.218197	0.047922	9.823873
1703682909.538487	-0.001426	0.000330	0.001982	0.236492	0.067471	9.803893
1703682909.546915	-0.003313	0.001788	0.002988	0.276023	0.058670	9.795654
1703682909.561364	-0.001334	-0.000583	0.002189	0.271462	0.050444	9.815483
1703682909.567929	-0.002075	0.002465	0.001808	0.290529	0.052661	9.805879
1703682909.580242	-0.001888	0.003633	0.003126	0.287255	0.050565	9.814728
1703682909.587398	-0.002468	0.002770	0.002732	0.264189	0.044579	9.807780
1703682909.598783	-0.002185	0.003693	0.001345	0.237819	0.031481	9.793917
1703682909.606870	-0.000739	0.004481	0.001667	0.216248	0.022228	9.798811
